id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1174868,Island Get a way  ,6430011,Dennis,Mission Bay,32.773646716423535,-117.25119276691917,Entire home/apt,700,7,0,,,1,344
6732514,1 Bedroom Apartment - Mission Beach,35261064,Garrett,Mission Bay,32.773514924293174,-117.25157295388313,Entire home/apt,150,1,0,,,1,331
1873125,**Ultimate OCEAN FRONT Beach Home**,3017970,Nick,Mission Bay,32.779989279083786,-117.25198454732991,Entire home/apt,750,3,0,,,11,309
2546575,"South Mission Casita, Jetty  II",1457673,Kate,Mission Bay,32.760601267041466,-117.25222486397476,Entire home/apt,139,7,0,,,7,328
908965,Mission Bay Hideaway,57109,William,Mission Bay,32.786975959222474,-117.25242915900594,Entire home/apt,235,7,1,2013-05-31,0.04,2,224
1898027,"Ocean View Beach Cottage - 4BR, 2BA",874515,Luke,Mission Bay,32.78603209053436,-117.25478152228688,Entire home/apt,375,4,2,2014-12-27,0.17,30,347
4350971,2 Br 2 Ba  on Ocean Front Walk,21748484,Al,Mission Bay,32.75991033259648,-117.25012624042702,Entire home/apt,260,3,5,2015-05-28,2.00,17,232
5619062,"Beachy Cozy Cottage/Flat- 2BR, 1BA",874515,Luke,Mission Bay,32.78701017323811,-117.2538747475776,Entire home/apt,260,3,0,,,30,365
5681373,Beach Apartment Steps from the Sand,25822723,Michelle,Mission Bay,32.790026321469945,-117.2420039812081,Entire home/apt,697,2,0,,,1,336
6225410,Beautiful *OCEAN FRONT* Home!,3017970,Nick,Mission Bay,32.77932713327095,-117.25405959485778,Entire home/apt,325,3,0,,,11,320
6705817,OCEAN FRONT LUXURY CONDO,35104765,Dave,Mission Bay,32.77529046177928,-117.25226879379812,Entire home/apt,557,1,0,,,1,309
5047824,Renovated 1BD with Private Deck! ,22212827,Sara,Mission Bay,32.77669091651143,-117.25174149561467,Entire home/apt,250,3,1,2015-06-13,1,8,55
6783302,PB Beachy Vibe Apartment~ LOCATION,35511217,Gina,Mission Bay,32.78940460103961,-117.23633342330582,Entire home/apt,90,2,1,2015-06-22,1,1,20
1848195,"Room, private, and nice house",7488829,Carmen,Mission Bay,32.57761266950561,-117.03165105142098,Private room,65,1,0,,,4,359
1383046,Nice Private Room,7488829,Carmen,Mission Bay,32.578942052484514,-117.02965054784563,Private room,65,1,0,,,4,362
6629019,Pacific Beach Paradise!,34700074,Lane,Mission Bay,32.79295340290986,-117.23692326692209,Private room,75,1,1,2015-06-23,1,1,329
4136936,Bay Retreat - Best. Location. EVER.,21461433,K J,Mission Bay,32.78594636482052,-117.23885549483455,Entire home/apt,182,1,12,2015-06-27,1.26,1,156
887573,Cozy Room in Pacifc Beach ,4706066,Dragos,Mission Bay,32.79336791820073,-117.23462435512569,Private room,69,2,17,2015-05-16,0.57,1,344
2088659,**South Mission Beach-front House**,10661250,Brady,Mission Bay,32.76345490435466,-117.25330290705459,Entire home/apt,499,3,1,2014-05-15,0.07,1,216
6644105,North Mission Beach bayside house,5954200,Todd,Mission Bay,32.78220904247608,-117.25135821631082,Entire home/apt,225,3,0,,,4,300
867675,Charming Beach One-Bedroom,4564435,David,Mission Bay,32.78932329005467,-117.25287549369219,Entire home/apt,160,3,7,2015-05-02,0.27,1,339
3630048,1 Bedroom/1 Bathroom for rent in PB,8224184,Alicia,Mission Bay,32.80192134813306,-117.22154650550284,Private room,135,2,0,,,1,365
2582718,Cozy Studio/Flat Steps to Ocean,874515,Luke,Mission Bay,32.768420787950085,-117.25244773315343,Entire home/apt,128,3,3,2015-02-24,0.26,30,362
3490480,Mission 3BD w/2 Car Garage Sleep 10,8281647,Nadia & Nadim,Mission Bay,32.768057470432176,-117.25300943215956,Entire home/apt,299,1,4,2015-06-30,4,5,330
1557032,1 Private Bedroom on the Beach/Bay,8288518,Jeff,Mission Bay,32.7819702946538,-117.23983357394299,Private room,149,3,1,2015-07-05,1,1,42
1426706,Cozy Place by Beach & SD Activities,5124399,Holly,Mission Bay,32.79393632356612,-117.23296472682135,Entire home/apt,149,3,11,2015-04-26,0.55,1,360
2966730,Luxury in Mission Beach,1457673,Kate,Mission Bay,32.78225539040141,-117.25220725159107,Entire home/apt,247,7,0,,,7,255
5457836,Quiet Beach Cottage on Mission blvd,19520745,Josh,Mission Bay,32.76116186455392,-117.25112792942664,Entire home/apt,149,2,2,2015-04-27,0.59,1,279
4017105,Studio apartment ,20829627,Lauren,Mission Bay,32.790244656726635,-117.2374951376647,Private room,175,1,0,,,1,365
5076018,Beautiful *OCEAN VIEW* BeachHome!!!,3017970,Nick,Mission Bay,32.77220114432672,-117.25155289567495,Entire home/apt,325,3,1,2015-04-26,0.39,11,302
2477615,Prime Waterfront Location!,8735628,Cindy,Mission Bay,32.78774234147903,-117.24091312758748,Entire home/apt,1133,3,0,,,11,1
6246004,"Best Mission Beach Location, Value!",28790148,Eric,Mission Bay,32.79047802834323,-117.25492725597903,Entire home/apt,199,1,1,2015-06-12,1,3,81
2062401,BIG Property by Beach w/Patio (MS4),2598433,Ryan,Mission Bay,32.77582479135155,-117.25167222518971,Entire home/apt,199,1,14,2015-06-01,1.00,18,223
5174525,Vintage Camper Luxe Glamping! ,8207617,Christy,Mission Bay,32.785284064559505,-117.23501256667411,Entire home/apt,285,2,0,,,4,363
2576619,3 bedroom Villa with Beautiful View,10972405,Lisa,Mission Bay,32.788603630726925,-117.25336228360774,Entire home/apt,425,3,0,,,8,349
1932122,Mission Beach Bungalow,10001687,Mike,Mission Bay,32.77915974155563,-117.25320581811779,Entire home/apt,300,3,2,2014-09-03,0.11,1,0
6783708,A Place to Stay by the Bay,35513818,Shelly,Mission Bay,32.790259334319416,-117.23532709944492,Entire home/apt,150,1,2,2015-07-07,2,1,345
6272140,Brand New Remodel Mission Bay!,8735628,Cindy,Mission Bay,32.78163003826712,-117.25243716301915,Entire home/apt,865,3,1,2015-05-26,0.64,11,316
5059745,Mission Beach Condo - Ocean View,26126888,Jeffrey,Mission Bay,32.7713838643655,-117.25271925261595,Entire home/apt,380,3,1,2015-05-05,0.45,1,304
3115104,Pacific Beach CA Beach House,15828609,Nadim,Mission Bay,32.78252023132165,-117.25309631082344,Entire home/apt,190,1,0,,,1,331
6273284,Newly Remodeled for Summer 2015!,8735628,Cindy,Mission Bay,32.78081094590322,-117.25195398851018,Entire home/apt,399,3,1,2015-05-25,0.63,11,40
6643901,North Mission Beach Four Bedroom,5954200,Todd,Mission Bay,32.7834784915229,-117.25246733344991,Entire home/apt,350,4,0,,,4,270
870798,Ocean Sands Condo,1457673,Kate,Mission Bay,32.78343156725713,-117.25336612064866,Entire home/apt,150,7,1,2013-05-26,0.04,7,314
5242306,Beach House in Mission Bay,27132103,Hannah,Mission Bay,32.77437697930516,-117.25159918547018,Entire home/apt,250,2,4,2015-05-31,0.85,1,191
1042107,Private room on the beach,2628520,Joseph,Mission Bay,32.776639997099636,-117.25227879749447,Private room,125,3,57,2015-07-11,2.08,1,341
2877472,Mission Beach Condo Great Location,14601919,Connie,Mission Bay,32.78473167451239,-117.25301003011806,Entire home/apt,250,3,1,2014-06-25,0.08,1,218
5762803,A Nice Townhouse in PB near the Bay,15300755,Émilie,Mission Bay,32.792710908864834,-117.24271937477117,Private room,60,1,0,,,1,271
6640343,Cozy Beach Cottage w/sm Patio & BBQ,22212827,Sara,Mission Bay,32.77530235807942,-117.25194623678988,Entire home/apt,150,1,2,2015-06-17,2,8,47
1897819,Adorable Newly Renovated Studios 7,874515,Luke,Mission Bay,32.76496938589656,-117.25190358452814,Entire home/apt,174,3,1,2015-05-13,0.50,30,364
6992631,'Let's Play' Eat/Sleep on the water,1362707,Greg,Mission Bay,32.759215177253736,-117.23594347411243,Entire home/apt,150,1,0,,,9,358
6883746,Stunning *50' OCEAN FRONT* Home!!!,3017970,Nick,Mission Bay,32.77506310422464,-117.25247924884894,Entire home/apt,325,3,0,,,11,323
1048962,Aspin Delight! South Mission Beach,5537218,Blaine,Mission Bay,32.760751979662835,-117.24764408182274,Entire home/apt,240,3,1,2015-04-27,0.47,10,322
3543996,Charming Mission Beach House,9038795,Steve,Mission Bay,32.78721755281187,-117.25435291970493,Entire home/apt,299,1,8,2015-06-28,0.73,1,272
1309621,Ocean View Beach House *Sleeps 12*,7118915,Cece,Mission Bay,32.76719685262394,-117.25309144438013,Entire home/apt,450,4,8,2015-05-14,0.68,1,274
2151531,Best Patio in Mission Beach,10974382,Brant,Mission Bay,32.77785649043671,-117.2539647231439,Entire home/apt,550,3,7,2015-03-04,0.48,2,147
5517083,201 BEDROOM IN GOLF VILLAGE HOUSE,28614110,Brown,Mission Bay,33.06850823873286,-117.04610991030555,Private room,50,1,2,2015-06-17,0.60,1,279
3673552,New and Luxurious with Ocean Views!,14179822,Alex,Mission Bay,32.57734257223635,-117.03108656923732,Entire home/apt,999,1,2,2015-06-12,0.22,2,292
4204609,Luxurious 3BR/3BA Home at the Beach,8336938,Aaron,Mission Bay,32.77890377164623,-117.2513367374376,Entire home/apt,350,4,8,2015-06-16,0.93,9,309
6302163,2B Cottage 2 Blocks from the Bay,31764313,Taylor,Mission Bay,32.79265493857079,-117.23145207929366,Entire home/apt,110,14,0,,,1,211
5150287,DELUXE 1 BR 1BA AVALON CT.,21748484,Al,Mission Bay,32.762855007076645,-117.25063475349262,Entire home/apt,175,1,7,2015-05-11,1.94,17,224
1053304,Crown Point Gem - 3 blocks to water,1362707,Greg,Mission Bay,32.78322733508136,-117.23680028013308,Entire home/apt,310,3,7,2015-03-06,0.34,9,318
6820480,South Mission Beach Get Away,35717073,Sharlene,Mission Bay,32.76623593743944,-117.25177094965981,Entire home/apt,450,2,0,,,1,25
5570,Ocean front condo on the sand ,8435,Jef,Mission Bay,32.78421561702927,-117.25253316779435,Entire home/apt,205,4,0,,,1,211
4417298,3 Bedrrom 2 B  San Luis Rey Pl.,21748484,Al,Mission Bay,32.76085572816569,-117.25101754026481,Entire home/apt,275,3,1,2015-06-06,1,17,39
1579303,Great 2BD Family Unit at the Beach,8401857,Bryan,Mission Bay,32.76382811458084,-117.25057365171632,Entire home/apt,213,4,3,2015-06-06,0.24,1,39
2362084,Luxury Italian Style - Ocean Views,9601435,Ciara,Mission Bay,32.788165412775655,-117.2536819579428,Entire home/apt,400,7,1,2014-04-16,0.07,2,280
1226363,***Amazing BEACH FRONT Retreat***,3017970,Nick,Mission Bay,32.782882097318925,-117.25323892109894,Entire home/apt,375,3,12,2015-05-26,0.55,11,295
1063308,Redondo Delight- Mission Beach 1BR,5537218,Blaine,Mission Bay,32.784502257727816,-117.25376594500085,Entire home/apt,275,3,0,,,10,252
5280149,Stacey's 1 Bedroom Beach Home,5942374,Stacey,Mission Bay,32.76048818712717,-117.24824651024636,Entire home/apt,75,1,12,2015-06-07,2.88,3,292
4470229,40 steps to beautiful Mission Beach,5954200,Todd,Mission Bay,32.77517754152319,-117.25150435040473,Entire home/apt,220,3,4,2015-04-16,1.28,4,250
3183642,3/2 house/M.B. w/pkg $399/nt  !,2409798,Terry,Mission Bay,32.761799041898755,-117.25101042250559,Entire home/apt,500,1,0,,,13,59
6390636,Oceanfront Views in Mission Beach!,10972405,Lisa,Mission Bay,32.79041750364932,-117.25535557802505,Entire home/apt,245,3,0,,,8,306
1118595,Family Friendly Beach Vacation Home,6139000,Kristopher,Mission Bay,32.773639747983,-117.25128403222958,Entire home/apt,1395,7,1,2014-07-13,0.08,1,343
553737,Pismo Getaway Beach House w/Rooftop,873919,Maurice,Mission Bay,32.782983239095095,-117.25208582035786,Entire home/apt,350,3,5,2015-05-14,0.19,10,293
264938,Ocean Front Luxury 5 - Sleeps 10,873919,Maurice,Mission Bay,32.789361721026076,-117.25339886473681,Entire home/apt,325,3,18,2015-06-01,0.47,10,305
5783498,Beach In Beach Out,8159961,Jasmine,Mission Bay,32.77846067700909,-117.25085199292559,Entire home/apt,160,1,9,2015-06-21,3.14,1,72
1624309,"In Penthouse Condo, Private Room #1",6153619,Jane,Mission Bay,32.76369499017844,-117.25002884154449,Private room,136,1,5,2015-06-13,0.30,2,291
6837095,Central elevated home with bay view,35301731,Adrian,Mission Bay,32.794425819742806,-117.23344917640404,Entire home/apt,395,2,0,,,1,340
1314319,Mission Beach View 2BR 2BA Parking,7142074,Joyce,Mission Bay,32.78150012479816,-117.25240400767231,Entire home/apt,200,2,46,2015-06-28,2.03,2,73
2127956,PRIVATE BEACH HOUSE ,10855631,Kristin,Mission Bay,32.784137709490636,-117.25354789331145,Entire home/apt,350,2,2,2015-02-05,0.25,1,305
4343749,Beautifully Bright & Cozy Beach Apt,21218279,Delainey,Mission Bay,32.787527447480535,-117.24158548350343,Private room,99,1,7,2015-06-22,1.84,1,322
6760447,San Luis Beach House,22012010,Patrick,Mission Bay,32.77506109241758,-117.25162171857369,Entire home/apt,99,2,0,,,7,35
4234318,"4 Bedroom, 4 Bath Rooftop Deck!",21876314,George,Mission Bay,32.77698852805767,-117.25301346253889,Entire home/apt,595,2,19,2015-06-26,2.24,1,248
1310106,Beautiful home on the Bay & Beach,6147717,Lindsay,Mission Bay,32.789172269127334,-117.23599276701668,Private room,58,3,19,2015-03-13,0.79,3,310
4227110,PB 2 Blocks/Water Beach Bay Remodel,2503251,Laura,Mission Bay,32.79395138621852,-117.23492074227754,Entire home/apt,481,1,20,2015-06-15,3.24,2,314
3676343,SD Bay View Room Steps from water!,18670318,Karina,Mission Bay,32.78899699714088,-117.24171405009638,Private room,200,2,11,2015-04-20,0.98,1,51
2576838,Great beach house with view!,10972405,Lisa,Mission Bay,32.78899227911036,-117.25498247941377,Entire home/apt,405,3,0,,,8,332
531448,Surf Stars Studio - Sleeps 4,873919,Maurice,Mission Bay,32.788263622465806,-117.2534808600044,Entire home/apt,200,3,1,2015-01-05,0.17,10,313
531477,Smooth Sailing Penthouse - Sleeps 4,873919,Maurice,Mission Bay,32.77589008806114,-117.25189329874969,Private room,325,3,8,2015-04-23,0.38,10,340
5251368,DELUXE 1 BR 1 BA BRIGHTON CT.,21748484,Al,Mission Bay,32.76240512804572,-117.25244233585927,Entire home/apt,200,1,1,2015-03-29,0.32,17,269
2011414,"Cozy, Fun, Home on the Bay& Beach",6147717,Lindsay,Mission Bay,32.787432321560956,-117.23657624819398,Private room,58,3,7,2015-05-22,0.47,3,319
4370851,"1.5 BR  2673 ""B"" Ocean Front Walk",21748484,Al,Mission Bay,32.76012527947652,-117.25102997325443,Entire home/apt,250,3,10,2015-06-20,1.76,17,262
1206065,M.B. 2/bed/1bath 50 ft fr Sand! #2,2409798,Terry,Mission Bay,32.76678515690346,-117.25174617433771,Entire home/apt,279,3,7,2015-06-28,0.30,13,326
6851179,Incredible Ocean and Bay View2 -3BR,874515,Luke,Mission Bay,32.766512599169644,-117.25284204217229,Entire home/apt,405,7,0,,,30,365
6730789,Room w/ private bathroom by the bay,35249163,Helen,Mission Bay,32.78882952563512,-117.23835034816683,Private room,96,1,0,,,1,311
5782655,"Bungalow, Just steps to the water!",29999547,Carolyn,Mission Bay,32.78398663660188,-117.25241634164504,Entire home/apt,235,3,2,2015-06-22,1.25,1,332
5251463,EFFICIENCY 2BR 2BA BRIGHTON CT.,21748484,Al,Mission Bay,32.76389681503769,-117.2519694162965,Entire home/apt,225,1,3,2015-06-22,0.78,17,265
560227,Mission Bay - Views to Ocean & Bay,57109,William,Mission Bay,32.78604247201229,-117.25333774119929,Entire home/apt,499,7,2,2012-11-24,0.06,2,204
182428,Adorable Newly Renovated Studio 5,874515,Luke,Mission Bay,32.76473873181033,-117.2515997173524,Entire home/apt,174,3,2,2014-09-23,0.12,30,365
4784628,Mission Bay Rental,17925619,Veronica,Mission Bay,32.78905051426249,-117.25219876325407,Entire home/apt,473,7,0,,,6,301
797668,Mission Beach Paradise. Beach & Bay,4200720,Mark,Mission Bay,32.760460051397956,-117.24858427296586,Entire home/apt,199,2,80,2015-06-27,2.82,1,295
4241957,Villa de Pacifica in Mission Beach,22012010,Patrick,Mission Bay,32.78918504849352,-117.25515192263298,Entire home/apt,425,3,1,2015-01-04,0.17,7,280
2811554,LONG BOARDS WELCOME!   ,22476,99 Steps,Mission Bay,32.785482608061834,-117.2540911730957,Entire home/apt,170,2,13,2015-06-13,1.11,3,297
2644817,Location! Big 2br w/Patio (SS3),2598433,Ryan,Mission Bay,32.774534389155605,-117.25213142755139,Entire home/apt,149,1,25,2015-06-16,1.81,18,310
3849559,Beachfront 2BR w/ Private Patio!,128839,Nic,Mission Bay,32.77323900943034,-117.24988941870386,Entire home/apt,278,1,4,2015-05-31,0.39,2,305
6336055,Bright 2BR - Steps from Mission Bay,29234736,Allison,Mission Bay,32.78897887056789,-117.24057598040746,Entire home/apt,220,2,0,,,1,193
4745141,Charming house on bayside court,8671742,Dawn,Mission Bay,32.765576461462956,-117.25123838856896,Entire home/apt,226,3,0,,,1,262
182431,"Beach Front Comfy Cottage- 2br, 2ba",874515,Luke,Mission Bay,32.788743526486414,-117.25362330091316,Entire home/apt,347,4,2,2015-02-28,0.09,30,87
5270255,South Mission Beach Bayview Condo,27280393,David,Mission Bay,32.76556375052089,-117.25158177200181,Entire home/apt,425,7,0,,,1,354
1742509,Adorable Newly Renovated Studios 3,874515,Luke,Mission Bay,32.76335141189632,-117.25239946343947,Entire home/apt,174,3,1,2015-03-11,0.27,30,334
2194445,Spacious 2BR 2BA Mission Beach,7142074,Joyce,Mission Bay,32.78149331381914,-117.25168320456166,Entire home/apt,175,2,17,2015-05-20,1.30,2,71
6326067,1 Bedroom Condo Steps From Beach,22097619,Jeff,Mission Bay,32.75957289656915,-117.24965556055668,Private room,220,7,0,,,4,46
4082083,50 Feet from the sand,1839248,Jason & Randy,Mission Bay,32.760166958660406,-117.25128453685672,Private room,85,1,32,2015-06-27,3.30,1,339
3237640,Crown Point Jewell,16381694,Devin & Brooke,Mission Bay,32.793389445522656,-117.23689175348095,Entire home/apt,150,5,5,2014-09-14,0.39,1,314
1080335,Stacey's 5 Bedroom Beach Home ,5942374,Stacey,Mission Bay,32.76090056333617,-117.24777112922827,Entire home/apt,295,1,8,2015-05-19,0.36,3,255
1818073,Huge 3br/2ba just steps2beach (MS1),2598433,Ryan,Mission Bay,32.776896809984684,-117.2533423038633,Entire home/apt,179,2,37,2015-06-06,1.80,18,264
5840963,"   Huge house, plenty of space",7488829,Carmen,Mission Bay,32.57713286751716,-117.02949998363322,Private room,65,1,2,2015-06-06,1.54,4,360
6365429,Amazing Apartment at Pacific Beach,4374235,Solomon,Mission Bay,32.7891399476843,-117.2354009176265,Entire home/apt,190,1,1,2015-05-26,0.79,1,311
2664145,Fabulous Ocean Front Condo ,13635886,Nina,Mission Bay,32.776529204823035,-117.2532441010753,Entire home/apt,450,4,3,2015-05-23,1.05,1,318
182314,Ocean Front Luxury 1 - Sleeps 8,873919,Maurice,Mission Bay,32.789447168576785,-117.25496782536949,Entire home/apt,279,3,7,2014-10-27,0.21,10,281
5605021,Nothing beats being OCEAN FRONT,29056944,Larry,Mission Bay,32.765895939243926,-117.25282838719117,Entire home/apt,650,3,3,2015-05-18,0.95,2,308
369878,Surf Stars Penthouse - Sleeps 8,873919,Maurice,Mission Bay,32.788164976008176,-117.25392475910593,Entire home/apt,275,3,19,2015-06-09,0.55,10,299
2174935,Top of the Beach,11094108,Nora,Mission Bay,32.78410719056449,-117.25243669476355,Entire home/apt,205,7,1,2014-08-31,0.10,1,52
6378414,Beautiful Oceanside Beach House!!,16750396,Eddie,Mission Bay,32.78841111368777,-117.25262882809693,Entire home/apt,395,3,0,,,1,320
4942195,Spacious 2BD Condo w/Sail Bay Views,3252595,Daniel,Mission Bay,32.792358766911605,-117.24416789028967,Entire home/apt,225,2,28,2015-06-22,5.09,3,352
6915148,Ocean View South Mission BeachCono,931661,Timothy,Mission Bay,32.75966584269496,-117.24801215823739,Entire home/apt,225,4,1,2015-06-29,1,1,359
5346910,"Beach Cottage 2 bed, 1 bath",1109547,Elfi,Mission Bay,32.76293936069867,-117.24975641629725,Entire home/apt,250,1,2,2015-06-23,2,1,306
2672304,Mission Beach - Bungalow - House,13681443,Tyler,Mission Bay,32.762914898552296,-117.2505211286928,Entire home/apt,428,2,1,2015-06-16,1,1,48
2150980,"Ocean View 6BR/4BA, steps to beach",9601435,Ciara,Mission Bay,32.78784071710389,-117.25337731993487,Entire home/apt,900,7,3,2015-01-11,0.22,2,222
2198764,Private room in South San Diego! ,5222862,Claudia,Mission Bay,32.569521978211824,-117.01005550403944,Private room,45,2,32,2015-07-02,2.34,1,246
5299029,Just STEPS to MISSION BAY in PB,27447486,Kendra,Mission Bay,32.78902205423341,-117.23537375773157,Entire home/apt,160,1,6,2015-06-28,1.45,1,192
5172596,2BD Beach Cottages steps to sand!!!,11315693,Miles,Mission Bay,32.7806373882582,-117.25395217751637,Entire home/apt,179,3,8,2015-06-30,2.03,4,325
2153882,"Surf, Sun & Fun @ this Cozy Condo!",10991756,Aaron,Mission Bay,32.7644989927877,-117.25073383722086,Entire home/apt,230,7,1,2015-04-11,0.36,1,166
2724182,Spacious Mission Bay one bedroom!,13941063,Jenny,Mission Bay,32.78941149395339,-117.23379527049048,Entire home/apt,90,1,3,2015-06-30,3,1,25
2153943,Amazing Surfscape Triplex! (SS4),2598433,Ryan,Mission Bay,32.77612433533683,-117.2515519696199,Entire home/apt,549,1,6,2015-05-04,0.46,18,192
3237318,San Diego Ocean & Bay Beach Home,14911079,Wesley,Mission Bay,32.79577113265098,-117.23259502519821,Entire home/apt,195,1,34,2015-06-22,2.79,7,328
6130536,2 BD Beachfront Condo!,22212827,Sara,Mission Bay,32.78437106219453,-117.25461803790644,Entire home/apt,218,3,1,2015-06-13,1,8,276
3543408,Beach Cottage Duplex Steps to Sand!,11315693,Miles,Mission Bay,32.781871110099786,-117.2536695702041,Entire home/apt,179,3,18,2015-06-20,1.95,4,302
3949630,Nice room w queen bed Pacific Beach,8978969,Amy,Mission Bay,32.78658462068345,-117.23953805277179,Private room,70,1,27,2015-06-13,2.60,1,0
3651725,Condo on Mission Bay! Perfect spot!,1851131,Kate,Mission Bay,32.7908637578415,-117.23436185513266,Private room,80,1,7,2015-06-18,0.61,1,311
4258058,8 Houses From Sand in Mission Beach,22097619,Jeff,Mission Bay,32.77356482165928,-117.2520395717403,Entire home/apt,343,3,11,2015-06-17,1.37,4,311
1650100,"Bayside Chic Tropical 3 Bed, 2bath",874515,Luke,Mission Bay,32.77355449284839,-117.25001518471299,Entire home/apt,347,4,2,2015-06-29,0.67,30,362
5835448,Spectacular Beach & Bay location!,30292126,Tara,Mission Bay,32.76306288643166,-117.24955744093444,Entire home/apt,275,4,2,2015-06-13,2,1,288
69385,Mission Beach House with Garage,347408,Ann,Mission Bay,32.786524957166534,-117.25439875416728,Entire home/apt,275,3,80,2015-06-10,1.51,1,240
1713214,Cozy Ocean View Beach Cottage-1br,874515,Luke,Mission Bay,32.784265061962486,-117.25409400813903,Entire home/apt,203,3,1,2015-05-09,0.54,30,343
4106216,The Blue Pelican Beach Rental,17182155,Ryan,Mission Bay,32.78345445232698,-117.25218705964573,Entire home/apt,349,7,0,,,1,344
5649781,Ocean Front Patio,29278962,Alex,Mission Bay,32.773473342766906,-117.25360033186693,Private room,99,2,2,2015-06-27,0.64,1,177
6924525,Nice an cozy place to sleep,9166886,Luis,Mission Bay,32.581764295266225,-117.06266365042029,Shared room,31,1,0,,,1,352
6375746,House in the Heart of Mission Beach,22251801,Krista,Mission Bay,32.78723259809943,-117.25280444369247,Entire home/apt,295,3,0,,,7,51
190734,Ocean Front Luxury 3 - Sleeps 10,873919,Maurice,Mission Bay,32.78933564431194,-117.25534845822187,Entire home/apt,325,3,17,2015-06-04,0.42,10,303
5840202,Private and Nice Room in San Diego,7488829,Carmen,Mission Bay,32.57746883831163,-117.03179092137455,Private room,65,1,0,,,4,363
6376409,"Perfect, Modern Bay Beach Hideaway",243363,Mark,Mission Bay,32.76794478261214,-117.24884157972784,Entire home/apt,200,3,0,,,1,251
3775144,House with Bay views Pacific Beach,8207617,Christy,Mission Bay,32.78379630939168,-117.23295084625106,Entire home/apt,355,3,8,2015-06-08,1.27,4,280
606429,Grand Sail Front Overlooking Bay,873919,Maurice,Mission Bay,32.77871705159893,-117.25244302363907,Entire home/apt,450,3,2,2015-04-19,0.31,10,300
608887,***WOW!  Charming BEACH COTTAGE***,3017970,Nick,Mission Bay,32.78866110361437,-117.25275536778922,Entire home/apt,195,3,14,2015-06-09,0.53,11,231
3530257,Cozy Studio/Flat Steps to Ocean 3,874515,Luke,Mission Bay,32.768193842776796,-117.25099517825069,Entire home/apt,128,3,3,2015-03-01,0.31,30,365
4333575,Town Home with Rooftop Patio!,22212827,Sara,Mission Bay,32.77725015964047,-117.25248304831412,Entire home/apt,279,3,5,2015-06-21,0.79,8,295
1688958,Charming 1BD MissionBeach Apartment,8925994,Timothy,Mission Bay,32.78527333285168,-117.25388373183388,Entire home/apt,160,1,6,2014-03-23,0.28,1,184
6973957,San Diego/Mission Valley#268,6675290,Tamer,Mission Valley,32.76792017617955,-117.15747309924475,Entire home/apt,225,1,1,2015-06-29,1,6,277
5624860,Amazing Apartment in San Diego,29153749,M Maxim,Mission Valley,32.77210284121594,-117.14657709367557,Private room,59,1,1,2015-06-09,1,1,365
1255655,Colorful Condo located in San Diego,6839595,Chris,Mission Valley,32.77498976284147,-117.14581321142529,Private room,75,1,11,2014-09-09,0.46,1,338
5557131,标准两室两卫的一间,28783513,Yu,Mission Valley,32.76675413643446,-117.1573485502561,Shared room,84,1,0,,,1,355
6711762,San Diego/Mission Valley#174,6675290,Tamer,Mission Valley,32.76654257172896,-117.15722670372732,Entire home/apt,175,1,1,2015-06-19,1,6,319
6712617,San Diego/Mission Valley#176,6675290,Tamer,Mission Valley,32.76727799314291,-117.1569707157992,Entire home/apt,200,1,2,2015-06-29,2,6,331
6466108,Apartment close to trolley & beach,33773963,Angela,Mission Valley,32.759804712072935,-117.17476778452597,Private room,125,1,0,,,1,257
5159564,Fabulous & Central! Entire condo!,26681886,Randi And Julie,Mission Valley,32.77208300358072,-117.14997390790536,Entire home/apt,80,2,15,2015-06-21,2.87,1,188
3604465,"Mission Valley, Hotel Circle, Golf.",18162897,Steven,Mission Valley,32.75983222021396,-117.17529795553826,Entire home/apt,300,3,0,,,1,333
6225932,"Centrally located, great amenities!",27925822,Kiela,Mission Valley,32.77308982352314,-117.15093224586505,Private room,85,1,15,2015-07-07,9.00,1,9
6415659,San Diego/Mission Valley#144,6675290,Tamer,Mission Valley,32.767176099735416,-117.15921280274486,Entire home/apt,250,1,1,2015-06-22,1,6,309
4022275,"Bright, Beachy, Close to Everything",20852073,Alanna,Mission Valley,32.77205057242799,-117.15913321312851,Private room,69,1,69,2015-07-05,6.95,1,143
6515939,10x10BR Close to Everything,26935767,Josh,Mission Valley,32.7673068742438,-117.15603765319081,Private room,59,1,4,2015-07-01,3.33,2,80
5943924,Riverfront Condo in San Diego,29231436,Murphi,Mission Valley,32.772638987314444,-117.14470372585852,Private room,220,1,0,,,1,365
6712199,San Diego/Mission Valley#329,6675290,Tamer,Mission Valley,32.76679223550583,-117.15867178529408,Entire home/apt,200,1,1,2015-06-15,1,6,321
5933019,"""10 min away from everything""",30806074,Lara,Mission Valley,32.77441782873318,-117.14790478733988,Entire home/apt,165,2,0,,,1,275
4639999,LUXURY 2 Bedrooms (6 persons),2408847,Yohan,Mission Valley,32.774733762471406,-117.14258347517074,Entire home/apt,199,7,2,2015-06-04,0.32,1,314
6239935,Luxe & Comfort Private SD Condo,11084645,Jason,Mission Valley,32.76792278165223,-117.17281026828151,Entire home/apt,165,2,4,2015-06-25,2.79,1,238
